,close,high,low,open,mcd,mcd_signal,RSI,SMA_50,SMA_200,stoch_oszillator,stoch_oszillator_signal,Bollinger_middle,Bollinger_low,Bollinger_high
0,4832.711973919298,4845.1725270699435,4824.208965349346,4838.703509927626,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,4835.535296657653,4852.21834278781,4823.219511980357,4832.711973919298,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,4785.299697291683,4841.244625243716,4779.019334070578,4835.535296657653,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,4799.457344513525,4802.943889523656,4776.924943624992,4785.299697291683,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,4813.393966345014,4843.803295072078,4799.410587175462,4799.457344513525,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,4838.363546386117,4844.3921230629085,4785.8991240248,4813.393966345014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,4833.043376023338,4843.897780398589,4830.694383791594,4838.363546386117,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,4781.640963585654,4856.468090671225,4774.660450601075,4833.043376023338,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,4778.5223231137,4795.910289625493,4763.9481167567255,4781.640963585654,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,4791.569915461969,4795.906001726001,4773.761512247437,4778.5223231137,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,4803.19894192584,4815.007669418698,4791.4242777528625,4791.569915461969,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11,4817.757539870836,4850.641260943642,4802.606493423388,4803.19894192584,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12,4761.668884381967,4840.3719118037925,4734.67000903969,4817.757539870836,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13,4778.3379797589205,4793.185905387294,4754.192864514766,4761.668884381967,0.0,0.0,40.64493560379743,0.0,0.0,35.85275739509229,0.0,0.0,0.0,0.0
14,4783.5384318514825,4787.1750992047255,4740.0187329979435,4778.3379797589205,0.0,0.0,42.34717468753184,0.0,0.0,40.12248974464975,0.0,0.0,0.0,0.0
15,4762.7605532276775,4788.332963499565,4761.421180693681,4783.5384318514825,0.0,0.0,37.6956168994548,0.0,0.0,23.063207409922573,33.01281818322153,0.0,0.0,0.0
16,4693.132456659437,4769.999885080858,4687.393163316168,4762.7605532276775,0.0,0.0,26.99470889986671,0.0,0.0,3.3945265765017405,22.19340791035802,0.0,0.0,0.0
17,4784.359822571447,4793.219038569536,4678.181714903846,4693.132456659437,0.0,0.0,47.87378447293945,0.0,0.0,59.55480737694614,28.670847121123483,0.0,0.0,0.0
18,4776.693133721275,4791.765578756936,4763.664859923039,4784.359822571447,0.0,0.0,46.66590389643452,0.0,0.0,55.2545972138462,39.40131038909803,0.0,0.0,0.0
19,4776.010359090261,4787.547289316107,4763.788571023001,4776.693133721275,0.0,0.0,46.553254076314886,0.0,0.0,54.8716320949044,56.56034556189891,4791.349825317855,4725.9724747624205,4856.7271758732895
20,4812.45263656518,4814.467718427828,4767.118213785181,4776.010359090261,0.0,0.0,53.065566380065654,0.0,0.0,75.31193625054424,61.812721853098274,4790.336858450149,4726.957099699658,4853.716617200639
21,4784.703889014256,4933.146299405803,4778.60425980564,4812.45263656518,0.0,0.0,48.24509331810512,0.0,0.0,41.77920408769247,57.32092414438037,4787.795288067979,4727.887677492244,4847.7028986437135
22,4782.036873582931,4788.916632593219,4773.461702631314,4784.703889014256,0.0,0.0,47.79569395360002,0.0,0.0,40.7331704055892,52.608103581275294,4787.632146882541,4727.68048620896,4847.583807556121
23,4776.760729627225,4787.3929619982155,4770.302194862586,4782.036873582931,0.0,0.0,46.86563684313932,0.0,0.0,38.66380694241976,40.392060478567146,4786.497316138227,4726.624778718533,4846.369853557921
24,4788.259933320561,4790.626301884477,4767.503016399818,4776.760729627225,0.0,0.0,49.18642965566736,0.0,0.0,43.173924971477696,40.856967439828885,4785.240614487004,4726.63738124592,4843.843847728088
25,4778.740641596664,4800.37167426833,4763.388077763626,4788.259933320561,-8.481693414084475,0.0,47.34295240893784,0.0,0.0,39.44035085862932,40.42602759084226,4782.25946924753,4728.941266076783,4835.577672418278
26,4796.940150725923,4799.3803882806515,4759.210574443017,4778.740641596664,-6.673484289358385,0.0,51.115247229462774,0.0,0.0,46.57840462590407,43.06422681867036,4780.45430798266,4731.904335739211,4829.004280226109
27,4849.52826139153,4864.140879801732,4747.506989203074,4796.940150725923,-0.9856821665825919,0.0,60.026417992828556,0.0,0.0,67.20405770173485,51.074271062089416,4783.848672872954,4726.708725984566,4840.988619761342
28,4871.237422830531,4874.016819207783,4846.435304300649,4849.52826139153,5.213590861114426,0.0,63.02304475652205,0.0,0.0,75.71863688590167,63.16703307118021,4788.484427858795,4719.922796046748,4857.046059670843
29,4834.014188892252,4873.355544251582,4831.009063518178,4871.237422830531,7.041782225503084,0.0,55.359844332913816,0.0,0.0,61.119262619475535,68.01398573570403,4790.606641530309,4719.224781268312,4861.988501792307
30,4814.715911099547,4836.614651821843,4807.536662569948,4834.014188892252,6.854413901028238,0.0,51.840444149101515,0.0,0.0,53.5502593281355,63.46271961117091,4791.182489988995,4719.220126640811,4863.1448533371795
31,4835.564224054455,4838.608218346656,4805.195194006875,4814.715911099547,8.292615661434866,0.0,55.157129300495306,0.0,0.0,47.43458417035546,54.03470203932218,4792.072824198176,4718.397102504209,4865.748545892143
32,4776.946968896361,4886.08299547169,4774.728913572147,4835.564224054455,4.648888815392638,0.0,45.63998760959338,0.0,0.0,15.858699141435363,38.947847546642116,4792.836728423896,4720.127333178747,4865.546123669044
33,4756.452568209368,4788.564335869653,4749.917345232,4776.946968896361,0.10625731351592549,1.6923847756801866,42.855737281991324,0.0,0.0,4.818795650837532,22.70402632087612,4791.742457846418,4717.5495665099725,4865.935349182863
34,4736.230305593579,4814.644385603576,4727.459927912882,4756.452568209368,-5.067167317573876,0.34047435702937423,40.2467453618749,0.0,0.0,4.2639566331201735,8.313817141797694,4789.377051533523,4711.370236845288,4867.383866221758
35,4727.48233676227,4737.498109684583,4717.699965590265,4736.230305593579,-9.760518404626964,-1.6797241953018935,39.136776042880655,0.0,0.0,5.809594457882361,4.964115580613361,4787.613140710253,4705.777200200323,4869.449081220183
36,4810.184130037687,4812.362318774182,4724.242170162018,4727.48233676227,-6.729120295252869,-2.6896034152920887,52.479718096493166,0.0,0.0,54.92487248421031,21.66614119173762,4793.465724379164,4723.632493057393,4863.298955700936
37,4801.048088254875,4839.781115334159,4791.924124555992,4810.184130037687,-5.006209208813743,-3.15292457399642,51.14578415923083,0.0,0.0,49.49912275797875,36.744529900023814,4794.3001376633365,4724.523277791548,4864.076997535125
38,4768.049525174091,4807.9223815412115,4762.156555210205,4801.048088254875,-6.231663284756905,-3.768672316148517,46.543981460481476,0.0,0.0,29.90180163599777,44.775265626062286,4793.867957235978,4723.555222489496,4864.180691982459
39,4726.189306287597,4830.053472299072,4714.986387425663,4768.049525174091,-10.46003749150077,-5.106945351218968,41.44920109451865,0.0,0.0,6.547715346244531,28.649546580073693,4791.376904595845,4715.407433812924,4867.346375378766
40,4735.560906913845,4766.677359235601,4721.8877385456135,4726.189306287597,-12.906071506753506,-6.666770582325876,42.95469432946549,0.0,0.0,12.025089055329042,16.158202012523788,4787.532318113278,4708.497610965163,4866.567025261393
41,4733.200741172233,4751.992237863939,4730.937194647658,4735.560906913845,-14.863677515108066,-8.306151968882315,42.65721833318451,0.0,0.0,10.645654495774753,9.739486299116114,4784.9571607211765,4702.44205155953,4867.472269882823
42,4716.813357652824,4757.6307022840265,4714.590807226929,4733.200741172233,-17.535283443257867,-10.151978263757425,40.557025419747625,0.0,0.0,1.296006802783831,7.988916784629215,4781.695984924671,4693.985027036929,4869.406942812414
43,4719.855320316937,4723.1370511617815,4702.848120344942,4716.813357652824,-19.185926012696655,-11.95876781354527,41.13637752182862,0.0,0.0,9.28163918589763,7.074433494818742,4778.850714459157,4687.08573154981,4870.615697368504
44,4675.502956126988,4720.445387915806,4674.4372913835805,4719.855320316937,-23.798601795783725,-14.326734609992961,35.67662022533685,0.0,0.0,0.5035135241693474,3.693719837616941,4773.2128655994775,4671.173089630324,4875.252641568631
45,4645.000378096564,4676.7570051334915,4637.59390053515,4675.502956126988,-29.57456651947996,-17.37630099189036,32.48350472474266,0.0,0.0,2.9806046673016953,4.255252459122896,4766.525852424473,4650.272558157745,4882.7791466912
46,4673.340721035524,4676.18437638513,4634.965099449429,4645.000378096564,-31.502094811924508,-20.20145975589719,38.03289615851059,0.0,0.0,18.736631225017796,7.40691647216295,4760.3458809399535,4638.224023470335,4882.467738409572
47,4700.840575831295,4712.305187973873,4661.751013627025,4673.340721035524,-30.459547709055187,-22.25307734652879,42.93430118523882,0.0,0.0,32.1632447039398,17.9601601987531,4752.911496661941,4635.394924791969,4870.428068531913
48,4719.05826089652,4721.174941894367,4697.307356690465,4700.840575831295,-27.84235732172874,-23.370933341568783,45.98248708634615,0.0,0.0,41.05790315461379,30.652593027857137,4745.302538565241,4640.385604543949,4850.219472586533
49,4677.117512145676,4719.2427918055155,4668.457000865064,4719.05826089652,-28.820260966234855,-24.460798866502,40.60506427456272,4773.016506569247,0.0,20.580623304366426,31.26725705430668,4737.457704727912,4636.872986417891,4838.042423037932
50,4666.998940263329,4686.931731339993,4659.363089287224,4677.117512145676,-30.065168291249392,-25.581672751451478,39.407688641311736,4769.702245896128,0.0,15.640300723322833,25.759609060767687,4730.071856186101,4631.592396752173,4828.5513156200295
51,4661.506617218141,4753.446532431159,4649.451091041219,4666.998940263329,-31.136034064696105,-26.692545014100407,38.7399132762725,4766.221672307338,0.0,13.604869106765547,16.60859771148494,4721.368975844285,4631.314803877211,4811.42314781136
52,4642.665789435424,4661.778286840202,4634.601615519373,4661.506617218141,-33.123176883369524,-27.978671387954233,36.45764530565133,4763.3689941502125,0.0,4.125913178272035,11.123694336120144,4714.654916871239,4622.186029211963,4807.123804530515
53,4644.475289289654,4655.348932806352,4640.548056876331,4642.665789435424,-34.158235492155654,-29.214584208794516,36.8424818469455,4760.269353045735,0.0,7.475766172095337,8.402182819044311,4709.0560529252525,4613.868168354669,4804.243937495836
54,4647.679980211961,4662.0325723150945,4639.447475262782,4644.475289289654,-34.324266345781325,-30.236520636191877,37.56369308634123,4756.955073323074,0.0,10.63030299298767,7.410660781118352,4704.628536656172,4606.710008141412,4802.547065170933
55,4585.218970164482,4725.624721195252,4571.296287288906,4647.679980211961,-39.04583244462265,-31.998382997878032,30.300942852762034,4751.892181798642,0.0,7.471879457126008,8.525982874069676,4697.515368326282,4587.365837007136,4807.664899645429
56,4565.996938887474,4636.869552816512,4564.643937836815,4585.218970164482,-43.83347980405051,-34.36540235911253,28.476246794938405,4746.5512530559245,0.0,0.7166220642074765,6.272934838107056,4685.306008768772,4573.694114734562,4796.917902802981
57,4564.921731073326,4613.708410912235,4428.095099437741,4565.996938887474,-47.170730298132185,-36.92646794691646,28.373321437150793,4742.216868405678,0.0,42.05502658362441,16.747842701652637,4673.499690909694,4563.4138725912435,4783.585509228145
58,4615.467091451921,4625.598637874955,4559.3502995764175,4564.921731073326,-45.21571854337253,-38.58431806620767,39.4525401067819,4738.955763772442,0.0,57.59064599477912,33.454098214203675,4665.870569223586,4562.083789274896,4769.657349172277
59,4613.768953965196,4628.656494988837,4606.168716171964,4615.467091451921,-43.30419929236359,-39.528294311438856,39.232975766784136,4735.3997445425075,0.0,57.068706542691366,52.2381263736983,4660.249551607465,4557.972682324805,4762.526420890125
60,4566.843388457916,4621.182806722842,4565.573811559251,4613.768953965196,-45.05642505591641,-40.633920460334366,33.658511984989545,4730.672633473148,0.0,42.6456671002222,52.43500654589756,4651.813675684669,4547.955675534605,4755.671675834733
61,4639.4535632266325,4657.648369096678,4532.752508739626,4566.843388457916,-40.12352332152659,-40.531841032572814,46.35902258281589,4727.106553940264,0.0,64.9631267470605,54.892500129991355,4647.126316787389,4550.150121503686,4744.102512071093
62,4642.698350206685,4645.453969914802,4639.258107391329,4639.4535632266325,-35.54262273552922,-39.5339973731641,46.84871472555561,4724.727143256759,0.0,65.96044430924202,57.856412718841575,4643.420566415082,4551.866665607376,4734.974467222789
