,close,high,low,open,mcd,mcd_signal,RSI,SMA_50,SMA_200,stoch_oszillator,stoch_oszillator_signal,Bollinger_middle,Bollinger_low,Bollinger_high
0,0.35882217118407717,0.3596043036325795,0.35868522649856965,0.3591992332002078,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.3567745852954651,0.36309119236494675,0.3561528425788703,0.35882217118407717,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,0.35571203821224046,0.3568233915273536,0.35571203821224046,0.3567745852954651,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,0.3566882486478037,0.3566882486478037,0.35558877799341954,0.35571203821224046,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,0.3572679962068806,0.35779841780192706,0.35662129204804216,0.3566882486478037,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,0.35658715752787706,0.35782059599324667,0.3553370134481091,0.3572679962068806,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,0.3543250849712909,0.35842897763811626,0.3543250849712909,0.35658715752787706,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,0.3643715857934788,0.36459748432796407,0.3520963975558874,0.3543250849712909,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,0.3594724220348118,0.3673429502447701,0.3581026525280781,0.3643715857934788,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,0.36008375686703936,0.3602612547188199,0.35867995082869414,0.3594724220348118,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,0.3607441218780277,0.3607441218780277,0.3600757942423195,0.36008375686703936,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11,0.3626259008788376,0.362840492667746,0.35896496335488387,0.3607441218780277,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12,0.3646453383808459,0.3664417281137902,0.3614423120044285,0.3626259008788376,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13,0.358952325185954,0.36679472818200076,0.35829097412603805,0.3646453383808459,0.0,0.0,49.10558691860081,0.0,0.0,44.96706744119094,0.0,0.0,0.0,0.0
14,0.3596191898115755,0.3607488670613415,0.3589007925114974,0.358952325185954,0.0,0.0,50.59671002812639,0.0,0.0,49.340938959752286,0.0,0.0,0.0,0.0
15,0.3598069923999276,0.35981339677437923,0.35946177999643286,0.3596191898115755,0.0,0.0,51.03182684545114,0.0,0.0,50.57270978811169,48.2935720630183,0.0,0.0,0.0
16,0.36219023586033783,0.3632969937869666,0.35926729749783604,0.3598069923999276,0.0,0.0,56.292674763963866,0.0,0.0,66.2040692766604,55.37257267484146,0.0,0.0,0.0
17,0.3643638489855578,0.3650850292223926,0.3554518723684667,0.36219023586033783,0.0,0.0,60.46451299127003,0.0,0.0,80.4604928077639,65.74575729084533,0.0,0.0,0.0
18,0.348306899550323,0.3643638489855578,0.3479795524889088,0.3643638489855578,0.0,0.0,34.36764193397839,0.0,0.0,1.690545562000334,49.451702548808214,0.0,0.0,0.0
