,close,high,low,open,mcd,mcd_signal,RSI,SMA_50,SMA_200,stoch_oszillator,stoch_oszillator_signal,Bollinger_middle,Bollinger_low,Bollinger_high
0,0.2677730394925336,0.27085294593544373,0.26528333543956656,0.27078484529798785,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.27220878285300576,0.27312846268705726,0.26740133562260243,0.2677730394925336,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,0.2776450022061051,0.27921926421049253,0.2717641334715952,0.27220878285300576,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,0.27723928459635533,0.27832727759646375,0.27720233099277913,0.2776450022061051,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,0.2771835350667386,0.2782252897061705,0.2757791731569438,0.27723928459635533,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,0.2797042325699123,0.2797042325699123,0.2766299619329863,0.2771835350667386,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,0.27966396319838377,0.27976454838492437,0.2795597128470803,0.2797042325699123,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,0.2800165755577639,0.28004561392275934,0.2777789122679327,0.27966396319838377,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,0.28278578533112425,0.283044230201078,0.2752314174693244,0.2800165755577639,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,0.28267749030067063,0.2829568200301772,0.28217706580893603,0.28278578533112425,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,0.28040968712120334,0.2875089963640026,0.2803315107308207,0.28267749030067063,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11,0.2801625248289515,0.2828016255687344,0.27994826885143287,0.28040968712120334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12,0.28202778250762156,0.28307583365745387,0.2796514549917013,0.2801625248289515,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13,0.2847699914693066,0.2859454758794603,0.28171765143246386,0.28202778250762156,0.0,0.0,83.85594045442126,0.0,0.0,87.67638494977388,0.0,0.0,0.0,0.0
14,0.2842754116626415,0.29227369005303444,0.2842754116626415,0.2847699914693066,0.0,0.0,80.90236956144365,0.0,0.0,67.84269694787378,0.0,0.0,0.0,0.0
15,0.2800819768230735,0.28615146372876255,0.2799749700063799,0.2842754116626415,0.0,0.0,61.214933884208904,0.0,0.0,40.55593946387794,65.35834045384186,0.0,0.0,0.0
16,0.27347762881948445,0.2801566669630279,0.27303732456392404,0.2800819768230735,0.0,0.0,43.33075805350591,0.0,0.0,2.2889160419085535,36.89585081788676,0.0,0.0,0.0
17,0.2726007973985365,0.2746802784027369,0.27198183543901966,0.27347762881948445,0.0,0.0,41.59333289352136,0.0,0.0,3.050297625774116,15.29838437718687,0.0,0.0,0.0
18,0.2731103358350016,0.27323515990893943,0.26787360993732706,0.2726007973985365,0.0,0.0,43.02306423560046,0.0,0.0,21.461920915183544,8.933711527622071,0.0,0.0,0.0
19,0.27334852333637294,0.2737356860717778,0.2727536701233113,0.2731103358350016,0.0,0.0,43.71664760695943,0.0,0.0,22.43809599428914,15.650104845082268,0.2780581175487393,0.2690541436675955,0.28706209142988315
