,step,rollout/ep_rew_mean,train/approx_kl,train/clip_fraction,train/entropy_loss,train/explained_variance,train/loss,train/policy_gradient_loss,train/value_loss
0,13620,-0.002005999907851219,0.3080253303050995,0.5506314635276794,-21.145673751831055,-700.6423950195312,-0.07546074688434601,0.04200172424316406,1.3323194991698983e-08
1,20430,-0.002036500023677945,0.324600487947464,0.5264846086502075,-21.171669006347656,-556.3344116210938,0.03841976076364517,0.03458363935351372,1.3552942768058074e-08
2,27240,-0.002050000010058284,0.3614656925201416,0.5354361534118652,-21.20488739013672,-491.9014892578125,-0.0647403821349144,0.036819249391555786,1.1685487244506021e-08
3,34050,-0.002070500049740076,0.33935317397117615,0.5514772534370422,-21.201704025268555,-602.1595458984375,-0.05460203066468239,0.03962764889001846,8.122007955080335e-09
4,40860,-0.002056000055745244,0.3212377429008484,0.5505022406578064,-21.21519660949707,-592.3713989257812,-0.10101017355918884,0.1302727311849594,6.782789885306784e-09
5,47670,-0.0020608333870768547,0.3676937222480774,0.5431835651397705,-21.20698356628418,-216.41067504882812,-0.06276927143335342,0.09014680236577988,4.495176231245068e-09
6,54480,-0.0020771429408341646,0.6310713291168213,0.5525345206260681,-21.219013214111328,-216.4697265625,-0.08795876801013947,0.18590566515922546,4.591177660273615e-09
7,61290,-0.002076999982818961,0.20404882729053497,0.5793833136558533,-21.250938415527344,-260.7432556152344,-0.07277615368366241,0.22997620701789856,9.442829629335847e-09
8,68100,-0.0020751110278069973,0.2953657805919647,0.5804464221000671,-21.315027236938477,-939.2537841796875,-0.050421759486198425,0.02701447159051895,1.5255402274760854e-08
9,74910,-0.0020804000087082386,0.284078449010849,0.5481703877449036,-21.308359146118164,-943.8488159179688,-0.05823492258787155,0.025101864710450172,1.6716434458885487e-08
10,81720,-0.0020804544910788536,0.3229140341281891,0.5485345125198364,-21.32979393005371,-825.9020385742188,-0.06479330360889435,0.15724444389343262,1.268691285361001e-08
11,88530,-0.002079833298921585,0.3074931204319,0.5161409974098206,-21.391748428344727,-542.5408325195312,-0.07122721523046494,0.03432784974575043,9.367276732064056e-09
12,95340,-0.0020869229920208454,0.4177369177341461,0.5296211838722229,-21.40826988220215,-559.96435546875,-0.07001091539859772,0.1323418766260147,9.830341873851012e-09
13,102150,-0.0020884284749627113,0.3271590769290924,0.5118767023086548,-21.439056396484375,-705.54052734375,-0.06445857137441635,0.048421572893857956,9.159808911363143e-09
14,108960,-0.0020886666607111692,0.31074100732803345,0.5042291283607483,-21.4671688079834,-504.1767578125,-0.08787526190280914,0.028007348999381065,9.985712701165994e-09
15,115770,-0.0020961249247193336,0.3000287711620331,0.5082290768623352,-21.486047744750977,-295.8809814453125,-0.005523238331079483,0.05093612149357796,9.86929649116064e-09
16,122580,-0.0020892941392958164,0.30541878938674927,0.505650520324707,-21.49493408203125,-813.9650268554688,-0.04183146357536316,0.024115579202771187,9.715061644044454e-09
17,129390,-0.0020842221565544605,0.33316129446029663,0.49409106373786926,-21.538991928100586,-715.5491943359375,-0.06774640828371048,0.04396229609847069,1.100838531442605e-08
18,136200,-0.0020860526710748672,0.31847432255744934,0.4810161888599396,-21.541439056396484,-841.294189453125,-0.037515297532081604,0.10179118812084198,9.547361123907194e-09
19,143010,-0.002080800011754036,0.3281606137752533,0.48745962977409363,-21.559661865234375,-707.5542602539062,-0.08265529572963715,0.034951645880937576,7.4010930717349765e-09
20,149820,-0.002082523889839649,0.3183206617832184,0.48000001907348633,-21.581581115722656,-254.6017608642578,-0.07543724775314331,0.04331148788332939,8.225696568331387e-09
21,156630,-0.002081454498693347,0.28881746530532837,0.4822966456413269,-21.591211318969727,-258.2690124511719,-0.06478085368871689,0.06834245473146439,7.546623770338101e-09
22,163440,-0.002080565318465233,0.3319794833660126,0.4662144184112549,-21.641075134277344,-729.9867553710938,-0.09051886945962906,0.03510933369398117,7.77711495203448e-09
23,170250,-0.002079041674733162,0.27947869896888733,0.45846110582351685,-21.699546813964844,-107.56615447998047,-0.060100801289081573,0.034351982176303864,6.1028662123874255e-09
24,177060,-0.0020762800704687834,0.30673056840896606,0.4459324777126312,-21.74034309387207,-538.7300415039062,-0.058380186557769775,0.032354362308979034,5.4728879206322745e-09
25,183870,-0.0020742693450301886,0.31564459204673767,0.43937739729881287,-21.71065330505371,-327.1903381347656,-0.04558548331260681,0.04174470528960228,5.336156405633119e-09
26,190680,-0.002075185300782323,0.31622573733329773,0.4500088393688202,-21.747459411621094,-162.9052734375,-0.06810814142227173,0.0370030552148819,5.7259970098755275e-09
27,197490,-0.002080428646877408,0.3332388997077942,0.437662273645401,-21.81938934326172,-492.5499572753906,-0.036676906049251556,0.048806387931108475,5.72824054856369e-09
28,204300,-0.002081620739772916,0.3061203360557556,0.43628785014152527,-21.83453941345215,-315.936767578125,-0.04632851481437683,0.03324013948440552,5.116901569124366e-09
