,step,rollout/ep_rew_mean,train/critic_loss,train/actor_loss
0,13612,-0.000149500003317371,0.0005815626354888082,-0.04334214702248573
1,20418,-0.00014933334023226053,0.00042420849786140025,-0.04319753125309944
2,27224,-0.00014925000141374767,0.00048228955711238086,-0.0430578887462616
3,34030,-0.000149200001033023,0.00047690715291537344,-0.04288393631577492
4,40836,-0.0001491666625952348,0.0004908977425657213,-0.04336816817522049
5,47642,-0.0001491428556619212,0.0004854522121604532,-0.043178755789995193
6,54448,-0.000149125000461936,0.0004863051581196487,-0.04321157559752464
7,61254,-0.00014911111793480814,0.0004840177425649017,-0.043197259306907654
8,68060,-0.00014910000027157366,0.0004934531170874834,-0.04299188405275345
9,74866,-0.00014909090532455593,0.00046530429972335696,-0.04248177260160446
10,81672,-0.00014908333832863718,0.00048376430640928447,-0.04266192391514778
11,88478,-0.00014907692093402147,0.0004902625223621726,-0.042576588690280914
12,95284,-0.00014907143486198038,0.0004888132680207491,-0.042728155851364136
13,102090,-0.00014906666183378547,0.0004961739759892225,-0.04145289957523346
14,108896,-0.00014906249998603016,0.00048695498844608665,-0.040950700640678406
15,115702,-0.00014905881835147738,0.00048792336019687355,-0.04059990122914314
16,122508,-0.00014905555872246623,0.0004615359357558191,-0.03761499375104904
17,129314,-0.00014905263378750533,0.00048393046017736197,-0.03632928058505058
18,136120,-0.000149049999890849,0.0004756473936140537,-0.035984814167022705
19,142926,-0.00014904761337675154,0.0004894214798696339,-0.036372847855091095
20,149732,-0.00014904545969329774,0.0004838861059397459,-0.03691922500729561
21,156538,-0.00014904348063282669,0.0004839114844799042,-0.03549621254205704
22,163344,-0.00014904166164342314,0.0004735804977826774,-0.0332711786031723
23,170150,-0.0001490400027250871,0.00047802148037590086,-0.032668713480234146
24,176956,-0.0001490384602220729,0.0004991170717403293,-0.032786596566438675
25,183762,-0.00014903703413438052,0.0004920796491205692,-0.03255823999643326
26,190568,-0.00014903570991009474,0.0004863393260166049,-0.03235289081931114
27,197374,-0.00014903448754921556,0.00046425440814346075,-0.03212263435125351
28,204180,-0.00014903333794791251,0.0005042326520197093,-0.0324210450053215
29,210986,-0.00014903226110618562,0.0004939825157634914,-0.033110231161117554
30,217792,-0.00014903125702403486,0.0004797704459633678,-0.033613912761211395
31,224598,-0.00014903029659762979,0.0004832329577766359,-0.034303054213523865
32,231404,-0.00014902940893080086,0.0004884913796558976,-0.03470495343208313
33,238210,-0.0001490285649197176,0.0004888325347565114,-0.03468318656086922
34,245016,-0.00014902777911629528,0.000496695633046329,-0.034618865698575974
35,251822,-0.0001490270224167034,0.0005115768290124834,-0.0346868559718132
36,258628,-0.0001490263093728572,0.0004673178482335061,-0.03482300043106079
37,265434,-0.0001490256399847567,0.0004907773109152913,-0.034837666898965836
38,272240,-0.00014902499970048666,0.000490822596475482,-0.03514286130666733
39,279046,-0.00014902438852004707,0.0004844557261094451,-0.03624097630381584
40,285852,-0.00014902380644343793,0.00048736343160271645,-0.036861829459667206
41,292658,-0.00014902325347065926,0.00047529410221613944,-0.0366036556661129
42,299464,-0.00014902272960171103,0.0004992622416466475,-0.03550189360976219
43,306270,-0.00014902222028467804,0.0004843584611080587,-0.035422928631305695
44,313076,-0.0001490217400714755,0.0004921871004626155,-0.03582775592803955
45,319882,-0.0001490212744101882,0.0005249411333352327,-0.03526142239570618
46,326688,-0.00014902083785273135,0.0005584974423982203,-0.03482864052057266
47,333494,-0.0001490204012952745,0.0004317398415878415,-0.03442642092704773
48,340300,-0.0001490199938416481,0.0005651847459375858,-0.03435470163822174
49,347106,-0.00014901960093993694,0.0004603331326507032,-0.03422196954488754
50,353912,-0.00014901923714205623,0.0004518776840995997,-0.03488803654909134
