,step,rollout/ep_rew_mean,train/approx_kl,train/clip_fraction,train/entropy_loss,train/explained_variance,train/loss,train/policy_gradient_loss,train/value_loss
0,55960,-0.0013680000556632876,0.02662753127515316,0.17253753542900085,-11.747496604919434,2.9802322387695312e-05,0.05889681354165077,0.007428240496665239,3.851758023643015e-09
1,83940,-0.001375499996356666,0.027538269758224487,0.17530378699302673,-11.654382705688477,-1.1920928955078125e-07,0.014085408300161362,0.007729432079941034,4.8155534670968336e-08
2,111920,-0.0013640000252053142,0.03015183098614216,0.18661187589168549,-11.462098121643066,0.0,-0.08442787826061249,0.007285448722541332,5.551960384764243e-07
3,139900,-0.0013612499460577965,0.027164986357092857,0.18318799138069153,-11.297737121582031,0.0,-0.028028881177306175,0.008911136537790298,1.0847087423826451e-06
4,167880,-0.0013496000319719315,0.028302643448114395,0.18728378415107727,-11.09253215789795,0.0,-0.034731145948171616,0.010154984891414642,2.3280192635866115e-06
5,195860,-0.001346500008367002,0.02895204909145832,0.18578985333442688,-11.089462280273438,5.960464477539063e-08,-0.06313947588205338,0.009399059228599072,1.4171620250635897e-06
6,223840,-0.0013407142832875252,0.028495047241449356,0.18971408903598785,-10.937155723571777,-1.1920928955078125e-07,0.018980741500854492,0.006542455870658159,3.7227685822927015e-08
7,251820,-0.0013338749995455146,0.02790934406220913,0.18675482273101807,-10.742180824279785,0.0,-0.01713293418288231,0.007646886166185141,4.4236202256797696e-08
8,279800,-0.0013259999686852098,0.02867741696536541,0.1859828531742096,-10.626239776611328,-2.384185791015625e-07,0.01838570088148117,0.01047352235764265,7.454796104866546e-06
9,307780,-0.0013200000394135714,0.03072597086429596,0.19654038548469543,-10.527440071105957,0.0,0.060650534927845,0.009474808350205421,2.717527877393877e-06
10,335760,-0.001313454587943852,0.03103560209274292,0.19602572917938232,-10.3443021774292,-1.1920928955078125e-07,0.06374145299196243,0.008857407607138157,3.134642611257732e-06
11,363740,-0.0013073333539068699,0.029172411188483238,0.19819872081279755,-10.192757606506348,1.1920928955078125e-07,0.03687574714422226,0.00824039801955223,2.3588577278133016e-06
12,391720,-0.001301692333072424,0.029470548033714294,0.19430308043956757,-10.223901748657227,-1.1920928955078125e-07,-0.04040590301156044,0.009382416494190693,6.893486897752155e-06
13,419700,-0.001293857116252184,0.030610231682658195,0.20441743731498718,-9.907488822937012,0.0,0.0313064306974411,0.010049873031675816,6.286586085479939e-06
14,447680,-0.0012872666120529175,0.031874313950538635,0.21377412974834442,-9.802726745605469,-2.384185791015625e-07,-0.030074775218963623,0.011349271982908249,4.607731625583256e-06
15,475660,-0.0012819374678656459,0.034070707857608795,0.20958542823791504,-9.832013130187988,2.384185791015625e-07,-0.10131745040416718,0.011517423205077648,6.798867616453208e-06
16,503640,-0.0012737647630274296,0.03211577981710434,0.21983559429645538,-9.44259262084961,0.0,0.015486819669604301,0.011106392368674278,6.167973424453521e-06
17,531620,-0.0012663889210671186,0.03381618857383728,0.22317369282245636,-9.350358963012695,0.0,0.053059112280607224,0.010493611916899681,3.99313557863934e-06
18,559600,-0.0012600000482052565,0.03351517766714096,0.2176554650068283,-9.243898391723633,1.1920928955078125e-07,-0.03420519083738327,0.01340137142688036,5.063912340119714e-06
19,587580,-0.001254800008609891,0.03484318405389786,0.23481057584285736,-9.188729286193848,0.0,0.007935457862913609,0.012304279021918774,6.399527137546102e-06
20,615560,-0.0012491904199123383,0.03210660442709923,0.2135811299085617,-9.240108489990234,1.1920928955078125e-07,0.09095747768878937,0.012211034074425697,5.30774468643358e-06
21,643540,-0.0012439091224223375,0.0342746339738369,0.22853466868400574,-9.178367614746094,0.0,0.00047675304813310504,0.011946559883654118,7.391179224214284e-06
22,671520,-0.0012390869669616222,0.03364521637558937,0.22105790674686432,-9.121430397033691,2.384185791015625e-07,-0.004773866850882769,0.011207514442503452,8.912235898606014e-06
23,699500,-0.001234874944202602,0.03465225547552109,0.2368692010641098,-8.980311393737793,0.0,0.011774887330830097,0.011214467696845531,5.508020876732189e-06
24,727480,-0.0012291599996387959,0.0347449891269207,0.23718370497226715,-8.802936553955078,-1.1920928955078125e-07,0.0017013340257108212,0.013095248490571976,1.0178167940466665e-05
25,755460,-0.0012237692717462778,0.03502129763364792,0.2369406819343567,-8.64123249053955,0.0,-0.01252131350338459,0.014387531206011772,1.3200084140407853e-05
26,783440,-0.0012182221980765462,0.0347006693482399,0.23210865259170532,-8.697735786437988,0.0,-0.02839270792901516,0.013307931832969189,9.1795482148882e-06
27,811420,-0.0012133570853620768,0.03559473529458046,0.23561115562915802,-8.660091400146484,2.384185791015625e-07,0.05082981288433075,0.014164384454488754,1.9045344743062742e-05
28,839400,-0.0012082068715244532,0.03566596284508705,0.23241601884365082,-8.44332504272461,1.1920928955078125e-07,0.037654876708984375,0.013620637357234955,1.1423486284911633e-05
29,867380,-0.0012031333753839135,0.03899719566106796,0.24682630598545074,-8.324420928955078,0.0,0.03673927113413811,0.012563503347337246,3.547929054548149e-06
30,895360,-0.0011977419489994645,0.03814775124192238,0.25646892189979553,-8.088336944580078,1.1920928955078125e-07,-0.05978454276919365,0.01608469896018505,5.78644176130183e-06
31,923340,-0.0011922812554985285,0.03834783658385277,0.24726948142051697,-7.948960781097412,1.1920928955078125e-07,-0.06858043372631073,0.015819497406482697,9.29143607208971e-06
32,951320,-0.0011870606103911996,0.038820214569568634,0.2524445950984955,-7.9214935302734375,0.0,0.0630980134010315,0.01533361617475748,1.2862618859799113e-05
33,979300,-0.001182558829896152,0.041950032114982605,0.2702430486679077,-7.88357400894165,-1.1920928955078125e-07,-0.0039831711910665035,0.015468788333237171,1.706722287053708e-05
34,1007280,-0.0011780285276472569,0.03989039361476898,0.2563473880290985,-7.880202293395996,0.0,-0.004160980228334665,0.016004106029868126,1.4750970876775682e-05
35,1035260,-0.0011740555055439472,0.041916973888874054,0.2624731957912445,-7.838846683502197,0.0,0.06594090908765793,0.015862632542848587,8.785835234448314e-06
36,1063240,-0.0011701351031661034,0.04162110015749931,0.2674124538898468,-7.827652931213379,0.0,-0.06178886070847511,0.015613044612109661,1.2781932127836626e-05
37,1091220,-0.0011659474112093449,0.04036973789334297,0.2659185230731964,-7.7226433753967285,-1.1920928955078125e-07,0.07316042482852936,0.01833944395184517,9.199686246574856e-06
38,1119200,-0.0011623076861724257,0.03901010379195213,0.2592494785785675,-7.777287483215332,0.0,-0.04147914797067642,0.014082101173698902,1.084311861632159e-05
39,1147180,-0.0011591250076889992,0.03782528266310692,0.25706934928894043,-7.884726524353027,1.1920928955078125e-07,-0.04516548290848732,0.015712544322013855,2.1212790670688264e-05
40,1175160,-0.0011562927393242717,0.038650065660476685,0.2535454034805298,-7.808087348937988,-1.1920928955078125e-07,-0.027302997186779976,0.015032880008220673,1.1724019714165479e-05
41,1203140,-0.001153523800894618,0.037134088575839996,0.25500357151031494,-7.766071796417236,0.0,-0.021078379824757576,0.013972354121506214,8.170263754436746e-06
42,1231120,-0.001150837168097496,0.038937103003263474,0.25448891520500183,-7.799731731414795,-1.1920928955078125e-07,-0.08190907537937164,0.013927319087088108,2.2729657302988926e-06
43,1259100,-0.0011485000140964985,0.04036438465118408,0.2628806233406067,-7.725076675415039,0.0,-0.03458254039287567,0.015473165549337864,1.832852649386041e-05
44,1287080,-0.0011458444641903043,0.03858540952205658,0.2663831412792206,-7.580313205718994,2.384185791015625e-07,0.045114703476428986,0.014804213307797909,1.8808041204465553e-05
45,1315060,-0.0011429347796365619,0.0406094528734684,0.265532523393631,-7.343095302581787,1.1920928955078125e-07,0.03306126222014427,0.01626892015337944,7.407102657452924e-06
46,1343040,-0.0011395319597795606,0.041045788675546646,0.26485347747802734,-7.23662805557251,-1.1920928955078125e-07,-0.03929099068045616,0.014247641898691654,5.80609412281774e-06
47,1371020,-0.0011364166857674718,0.04206947237253189,0.2748534679412842,-7.004426002502441,0.0,0.14792391657829285,0.018201425671577454,9.510497875453439e-06
48,1399000,-0.0011325918603688478,0.04259849339723587,0.28031450510025024,-6.789368629455566,1.1920928955078125e-07,-0.0015541522298008204,0.015378547832369804,1.3134468645148445e-05
