,step,rollout/ep_rew_mean,train/entropy_loss,train/loss,train/policy_gradient_loss,train/value_loss
0,3556,-0.0035929998848587275,-23.330726623535156,-0.0001661867427174002,0.005337505601346493,5.740732831327477e-07
1,5334,-0.00355600006878376,-23.205078125,-0.005723897367715836,0.0061555528081953526,5.7474224490761117e-08
2,7112,-0.00356599991209805,-23.080154418945312,0.007644806522876024,0.00831035990267992,1.1807055244617004e-07
3,8890,-0.0034954999573528767,-23.12100601196289,0.0026237000711262226,0.0066056568175554276,9.097091435705806e-08
4,10668,-0.003528800094500184,-23.037311553955078,0.03072715736925602,0.006637987680733204,1.311232864509293e-07
5,12446,-0.003524833358824253,-22.838401794433594,0.0020684965420514345,0.004006673116236925,1.2939347016072134e-07
6,14224,-0.0035928571596741676,-22.824092864990234,-0.0006319987587630749,0.0040871682576835155,1.0205783951278136e-07
7,16002,-0.003613624954596162,-22.865772247314453,0.03208744153380394,0.005601131822913885,1.0070245082260953e-07
8,17780,-0.003587777726352215,-22.92535972595215,0.03933076933026314,0.004459113348275423,1.0565823060915136e-07
9,19558,-0.0036047000903636217,-22.870927810668945,0.014468736946582794,0.00634988397359848,1.0259297056336436e-07
10,21336,-0.0035773636773228645,-22.83802604675293,-0.009865470230579376,0.0065612574107944965,1.154157303062675e-07
11,23114,-0.003564416663721204,-22.873804092407227,0.0026600947603583336,0.005300297401845455,1.2884672173640865e-07
12,24892,-0.003556307638064027,-22.914627075195312,-0.0054680416360497475,0.005579316522926092,1.4906247258750227e-07
13,26670,-0.003545785788446665,-22.923084259033203,0.05069493502378464,0.0062257759273052216,1.3789295394417422e-07
14,28448,-0.0035470665898174047,-22.887920379638672,0.03987688571214676,0.007430694997310638,2.0026611480261636e-07
15,30226,-0.0035556249786168337,-22.89900016784668,-0.016840452328324318,0.004485501907765865,7.811426883108652e-08
16,32004,-0.0035555881913751364,-22.901304244995117,0.007551049813628197,0.005764286033809185,1.0943194439505533e-07
17,33782,-0.003559888806194067,-22.947105407714844,-0.023422088474035263,0.004756285808980465,1.8883041263961786e-07
18,35560,-0.0035344737116247416,-22.881526947021484,0.037886843085289,0.006892339326441288,9.534038980518744e-08
19,37338,-0.003540799953043461,-22.91766929626465,0.02840953692793846,0.006073915399610996,2.5311433660135663e-07
20,39116,-0.003523285733535886,-22.87939453125,-0.016588348895311356,0.005349729210138321,7.77204149926547e-08
21,40894,-0.0035325000062584877,-22.797718048095703,-0.004844507202506065,0.006447367370128632,1.0164625763309232e-07
22,42672,-0.003520173951983452,-22.88629722595215,0.004654198419302702,0.005960079375654459,1.9568967957184213e-07
23,44450,-0.003504999913275242,-22.813722610473633,0.03752773627638817,0.0060530537739396095,1.9191597289136553e-07
24,46228,-0.0035228400956839323,-22.82435417175293,0.05022701248526573,0.004931310657411814,1.4969768358241708e-07
25,48006,-0.0035254231188446283,-22.71442222595215,3.956778527935967e-06,0.0039303177036345005,1.3053730185674794e-07
26,49784,-0.0035250370856374502,-22.657485961914062,-0.03537162393331528,0.0033948267810046673,1.172698560480967e-07
27,51562,-0.0035055000334978104,-22.59723663330078,-0.008062222972512245,0.004319015424698591,1.1406698519067504e-07
28,53340,-0.0035105173010379076,-22.509138107299805,0.006416670046746731,0.006381328217685223,8.126768591409927e-08
29,55118,-0.003490000031888485,-22.38555335998535,-0.0059787556529045105,0.005901130847632885,1.5197977631942194e-07
30,56896,-0.0034773226361721754,-22.440397262573242,0.04451542720198631,0.0059079332277178764,1.7528329010474408e-07
31,58674,-0.0034694375935941935,-22.357044219970703,-0.011099699884653091,0.007913708686828613,9.364575959125432e-08
32,60452,-0.0034612726885825396,-22.400012969970703,-0.010298279114067554,0.003449271898716688,1.2138235661041108e-07
33,62230,-0.0034632058814167976,-22.30893898010254,0.001808449625968933,0.005620402283966541,1.1760099027924298e-07
34,64008,-0.003463657107204199,-22.261812210083008,0.005629455205053091,0.004859312903136015,1.228108459372379e-07
35,65786,-0.0034575832542032003,-22.20252799987793,0.0010697887046262622,0.004940439015626907,8.443578991546019e-08
36,67564,-0.003460378386080265,-22.0625,0.007760085165500641,0.005397347267717123,1.096586075277628e-07
37,69342,-0.003445578971877694,-22.058563232421875,-0.0007120815571397543,0.005483298562467098,1.1853158810026798e-07
38,71120,-0.003448179457336664,-22.124319076538086,0.026683319360017776,0.006414489354938269,1.7549712083564373e-07
39,72898,-0.0034469999372959137,-22.313444137573242,-0.04187415540218353,0.004101394675672054,1.3026945566707582e-07
40,74676,-0.0034360976424068213,-22.348424911499023,-0.0004208596656098962,0.006994371302425861,8.665964656984215e-08
41,76454,-0.003435476217418909,-22.446199417114258,0.0004347509820945561,0.004786910023540258,1.6328974083990033e-07
42,78232,-0.003437186125665903,-22.408363342285156,0.04585341736674309,0.007961214520037174,7.25219351238593e-08
43,80010,-0.003442136337980628,-22.357837677001953,0.016018792986869812,0.005968774203211069,1.444151394025539e-07
44,81788,-0.003443844383582473,-22.17368507385254,-0.0240405835211277,0.007931402884423733,1.7337170277187397e-07
45,83566,-0.003449913114309311,-22.201770782470703,-0.004897268954664469,0.005804600194096565,1.4458174746323493e-07
46,85344,-0.0034495319705456495,-22.14419174194336,0.0322093591094017,0.007047739345580339,7.851572547679098e-08
47,87122,-0.003447312396019697,-22.104816436767578,-0.004902690649032593,0.0060998862609267235,1.0586502696696698e-07
48,88900,-0.0034381835721433163,-22.07536506652832,-0.006975407712161541,0.004936787765473127,1.1000690847140504e-07
