,step,rollout/ep_rew_mean,train/critic_loss,train/actor_loss
0,13612,-8.849999721860513e-05,0.00019449027604423463,0.0965861976146698
1,20418,-8.533333311788738e-05,1.776795506477356,-0.5072441101074219
2,27224,-8.37499974295497e-05,3.0236302336561494e-05,-0.3803878724575043
3,34030,-8.27999974717386e-05,1.640917434997391e-05,-0.2974666655063629
4,40836,-8.216666901716962e-05,3.096506407018751e-05,-0.23167382180690765
5,47642,-8.171428635250777e-05,0.0003486315254122019,-0.18260987102985382
6,54448,-8.137500117300078e-05,0.0004239066911395639,-0.1447228342294693
7,61254,-8.111110946629196e-05,0.0004736251721624285,-0.11439736932516098
8,68060,-8.089999755611643e-05,0.0004871454439125955,-0.09133612364530563
9,74866,-8.072727359831333e-05,0.000501659291330725,-0.07467251271009445
10,81672,-8.058333332883194e-05,0.0004679475969169289,-0.06159587949514389
11,88478,-8.046154107432812e-05,0.0004968018620274961,-0.055092331022024155
12,95284,-8.035714563447982e-05,0.00047502535744570196,-0.05386056378483772
13,102090,-8.026666910154745e-05,0.0005032526096329093,-0.053479745984077454
14,108896,-8.018749940674752e-05,0.000480880233226344,-0.04921071231365204
15,115702,-8.011765021365136e-05,0.0004948452115058899,-0.04804803803563118
16,122508,-8.005555719137192e-05,0.00048651217366568744,-0.04522895812988281
17,129314,-7.999999797903001e-05,0.0004858003812842071,-0.0446297861635685
18,136120,-7.994999759830534e-05,0.00048136638361029327,-0.04501108452677727
19,142926,-7.990476296981797e-05,0.0004911800497211516,-0.045166999101638794
20,149732,-7.98636392573826e-05,0.0004701475554611534,-0.045762162655591965
21,156538,-7.98260880401358e-05,0.0004900546628050506,-0.045427240431308746
22,163344,-7.97916654846631e-05,0.0004919555503875017,-0.04488018900156021
23,170150,-7.976000051712617e-05,0.0004916632897220552,-0.044634684920310974
24,176956,-7.973076571943238e-05,0.0004767788341268897,-0.044332295656204224
25,183762,-7.970370643306524e-05,0.0005035197245888412,-0.044414207339286804
26,190568,-7.967856799950823e-05,0.000472332292702049,-0.04422515258193016
27,197374,-7.965517579577863e-05,0.0004829015815630555,-0.04370257630944252
28,204180,-7.963333337102085e-05,0.0004902324290014803,-0.04319509118795395
29,210986,-7.961290248204023e-05,0.0004895016900263727,-0.04289969056844711
30,217792,-7.95937521615997e-05,0.0004752921813633293,-0.043430425226688385
31,224598,-7.957575871841982e-05,0.0004904123488813639,-0.0434730164706707
32,231404,-7.9558820289094e-05,0.00048368668649345636,-0.04362402483820915
33,238210,-7.954285683808848e-05,0.0004891275311820209,-0.042985931038856506
34,245016,-7.95277810539119e-05,0.0004843991482630372,-0.04288691654801369
35,251822,-7.951351290103048e-05,0.0004784165939781815,-0.04393448308110237
36,258628,-7.950000144774094e-05,0.00048025837168097496,-0.04520672932267189
37,265434,-7.948718121042475e-05,0.0004871812416240573,-0.045570824295282364
38,272240,-7.947500125737861e-05,0.0005064690485596657,-0.04553515464067459
39,279046,-7.946341793285683e-05,0.00046184484381228685,-0.04482075572013855
40,285852,-7.945238030515611e-05,0.000493163475766778,-0.04394236207008362
41,292658,-7.9441859270446e-05,0.0004692079091910273,-0.04397427290678024
42,299464,-7.943181844893843e-05,0.00048455080832354724,-0.04429532214999199
43,306270,-7.942222146084532e-05,0.0004837306623812765,-0.04443354532122612
44,313076,-7.941304647829384e-05,0.0004948137793689966,-0.04396611824631691
45,319882,-7.94042571214959e-05,0.0004713078960776329,-0.04248933866620064
46,326688,-7.939583156257868e-05,0.0004906507674604654,-0.04207678884267807
47,333494,-7.938775524962693e-05,0.000483715848531574,-0.041973408311605453
48,340300,-7.937999907881021e-05,0.0004739814030472189,-0.04241140931844711
49,347106,-7.937254849821329e-05,0.0005034729256294668,-0.04281740263104439
50,353912,-7.936538167996332e-05,0.0004867113020736724,-0.04349859431385994
