,step,rollout/ep_rew_mean,train/approx_kl,train/clip_fraction,train/entropy_loss,train/explained_variance,train/loss,train/policy_gradient_loss,train/value_loss
0,3540,-0.0018179999897256494,0.3957059681415558,0.66334468126297,-20.282373428344727,-65.7154541015625,-0.05219414085149765,0.054140981286764145,4.022086130817115e-08
1,5310,-0.0019435000140219927,0.34557417035102844,0.6482486128807068,-20.306041717529297,-48.662620544433594,-0.07475198805332184,1.2452749013900757,3.761451949912953e-08
2,7080,-0.001897333306260407,0.37366214394569397,0.644542396068573,-20.330322265625,-55.46712875366211,0.006213687360286713,0.024923739954829216,5.0951769026141847e-08
3,8850,-0.0019584998954087496,0.3632468283176422,0.6440904140472412,-20.34369468688965,-46.690773010253906,-0.006803310941904783,0.022124139592051506,5.203339270565266e-08
4,10620,-0.001971200108528137,0.33268678188323975,0.6667571067810059,-20.324127197265625,-96.28295135498047,-0.11222288012504578,0.03219711035490036,4.572837042360334e-08
5,12390,-0.0019866665825247765,0.3644130825996399,0.654576301574707,-20.380245208740234,-104.32874298095703,-0.0476909764111042,0.03809460997581482,3.0092934366621193e-08
6,14160,-0.0019688571337610483,0.40279504656791687,0.6498983502388,-20.48964500427246,-58.7568359375,0.029971230775117874,0.10490892827510834,2.1209631384522254e-08
7,15930,-0.002005124930292368,0.3570794463157654,0.6480452418327332,-20.53441047668457,-26.034282684326172,0.027830269187688828,0.2861473262310028,1.9341070967016094e-08
8,17700,-0.0020062222611159086,0.35124197602272034,0.6417627334594727,-20.536457061767578,-56.041141510009766,-0.05859306827187538,0.04884577915072441,3.4659034753303786e-08
9,19470,-0.0020018001087009907,0.5078374147415161,0.6395028829574585,-20.57125473022461,-41.1676139831543,-0.0719609335064888,0.16067296266555786,2.7540094649225466e-08
10,21240,-0.001986272633075714,0.3296881914138794,0.6342372894287109,-20.638530731201172,-60.37471389770508,0.0452972948551178,0.028595102950930595,3.143335192135055e-08
11,23010,-0.001990833319723606,0.4606631100177765,0.6720000505447388,-20.652713775634766,-70.67048645019531,-0.08751502633094788,0.02419442869722843,2.4611527038587155e-08
12,24780,-0.002002769149839878,0.37318557500839233,0.6645876169204712,-20.6071834564209,-45.671573638916016,0.044762153178453445,0.03466743975877762,3.50590738662504e-08
13,26550,-0.002031214302405715,0.315334290266037,0.6421017050743103,-20.590286254882812,-39.54265594482422,-0.037129275500774384,0.03955299034714699,1.6741489972105228e-08
14,28320,-0.002031533280387521,0.35016337037086487,0.6544632911682129,-20.563444137573242,-25.962526321411133,-0.07537335902452469,0.027393290773034096,2.3248349023674564e-08
15,30090,-0.0020309374667704105,0.3440578877925873,0.6506667137145996,-20.601863861083984,-25.851062774658203,-0.06312770396471024,0.01808144338428974,1.2713567087985211e-08
16,31860,-0.0020265295170247555,0.33659014105796814,0.6498757600784302,-20.640708923339844,-46.15498733520508,-0.04576515406370163,0.023656124249100685,2.2457541604126163e-08
17,33630,-0.0020208333153277636,0.30874818563461304,0.6388927102088928,-20.745512008666992,-76.94882202148438,-0.05688399076461792,0.02658695913851261,3.655592806239838e-08
18,35400,-0.0020223683677613735,0.3324331045150757,0.6552994847297668,-20.805452346801758,-55.666683197021484,-0.054425712674856186,0.048084694892168045,3.0149617913366455e-08
19,37170,-0.0020334499422460794,0.34331774711608887,0.6218757629394531,-20.843704223632812,-65.7451400756836,-0.07574816793203354,0.09164027124643326,2.7807667279944326e-08
20,38940,-0.002022666623815894,0.33006471395492554,0.6173559427261353,-20.899578094482422,-66.37537384033203,-0.0851600170135498,0.01167853083461523,2.304464175040266e-08
21,40710,-0.0020276817958801985,0.28977125883102417,0.5850621461868286,-20.907012939453125,-41.570037841796875,-0.06411624699831009,0.04396851733326912,2.0614498552617988e-08
22,42480,-0.002029695548117161,0.35214856266975403,0.5823729038238525,-20.913658142089844,-56.383766174316406,-0.02866084687411785,0.036248255521059036,2.8744056024265774e-08
23,44250,-0.0020089999306946993,0.338907390832901,0.5747119188308716,-20.88936424255371,-39.095481872558594,-0.07953396439552307,0.08372912555932999,2.0761612873343438e-08
24,46020,-0.002003520028665662,0.31975531578063965,0.5746892690658569,-20.899246215820312,-37.833763122558594,-0.08221425116062164,0.016860125586390495,1.7316796885324948e-08
25,47790,-0.0020110770128667355,0.3579061031341553,0.5731525421142578,-20.907217025756836,-26.098358154296875,-0.06116754934191704,0.02857108972966671,1.673834404414265e-08
26,49560,-0.0020084073767066,0.5063239336013794,0.5697853565216064,-21.007253646850586,-16.6446590423584,-0.0982990562915802,0.038831088691949844,1.4137415682569099e-08
27,51330,-0.0020113929640501738,0.3573131263256073,0.583028256893158,-21.017704010009766,-33.400814056396484,-0.06206759065389633,0.08107467740774155,1.1801194688132455e-08
28,53100,-0.0020020001102238894,0.31742164492607117,0.5521356463432312,-21.033493041992188,-37.92375564575195,-0.07947731763124466,0.024729371070861816,1.2398477799990815e-08
