,step,rollout/ep_rew_mean,train/approx_kl,train/clip_fraction,train/entropy_loss,train/explained_variance,train/loss,train/policy_gradient_loss,train/value_loss
0,13620,-0.002242000075057149,0.003380552865564823,0.15512482821941376,-18.441320419311523,-0.00014317035675048828,-0.06600815802812576,-0.0023415666073560715,0.00010652405035216361
1,20430,-0.0021830000914633274,0.24338199198246002,0.8963935971260071,-18.677520751953125,-0.30483579635620117,0.19991955161094666,0.13662748038768768,1.384178972330119e-06
2,27240,-0.002117333235219121,0.5007330179214478,0.8984376192092896,-18.843931198120117,-13.619662284851074,0.05673854798078537,0.16413293778896332,3.7814945130776323e-07
3,34050,-0.0020944999996572733,0.4892767667770386,0.8707783222198486,-18.933700561523438,-149.335205078125,0.05930691584944725,0.12878386676311493,4.850473374062858e-07
4,40860,-0.002067399909719825,0.451623797416687,0.8270485401153564,-19.033113479614258,-144.9688262939453,0.008271501399576664,0.10759389400482178,6.156282665870094e-07
5,47670,-0.0020481667015701532,0.4614332318305969,0.8261498212814331,-19.088655471801758,-136.99716186523438,-0.035043224692344666,0.10167144984006882,5.721554998672218e-07
6,54480,-0.0020311428233981133,0.4733579158782959,0.8050103187561035,-19.157217025756836,-143.84732055664062,-0.07067497819662094,0.08602897077798843,7.343842867157946e-07
7,61290,-0.0020351249258965254,0.5346619486808777,0.8107548356056213,-19.22943115234375,-50.77022171020508,0.048378363251686096,0.14825370907783508,5.293862272992556e-07
8,68100,-0.002033777767792344,0.5931140780448914,0.7903671264648438,-19.3006534576416,-97.36726379394531,-0.0164160318672657,0.0878262147307396,2.731674157985253e-07
9,74910,-0.0020294999703764915,0.42362603545188904,0.7823789119720459,-19.403034210205078,-89.81206512451172,0.0073455204255878925,0.10148295760154724,3.801303591899341e-07
10,81720,-0.0020167273469269276,0.4092620313167572,0.7766109108924866,-19.455303192138672,-89.81006622314453,-0.02133178524672985,0.09084964543581009,2.384815616096603e-07
11,88530,-0.0020179166458547115,0.41491127014160156,0.7644346952438354,-19.541868209838867,-86.9096908569336,-0.07033665478229523,0.07442690432071686,1.6047927431372955e-07
12,95340,-0.002025230787694454,0.4077509343624115,0.7611982822418213,-19.650928497314453,-80.88194274902344,0.009570110589265823,0.062213581055402756,7.565788706642707e-08
13,102150,-0.0020267856307327747,0.40649542212486267,0.7407107353210449,-19.711109161376953,-203.73269653320312,0.009330954402685165,0.13579519093036652,6.328836832381057e-08
14,108960,-0.002022600034251809,0.4134159982204437,0.7272834181785583,-19.722326278686523,-107.77597045898438,-0.03349212184548378,0.08817128837108612,5.961253179975756e-08
15,115770,-0.0020273125264793634,0.38354963064193726,0.7286344170570374,-19.770601272583008,-305.8927001953125,-0.06637081503868103,0.06746687740087509,6.291168119787471e-08
16,122580,-0.0020260000601410866,0.4182634949684143,0.7264317274093628,-19.811309814453125,-318.1614074707031,-0.07683039456605911,0.33894094824790955,5.6237571044448487e-08
17,129390,-0.0020223334431648254,0.35958847403526306,0.7037239670753479,-19.867033004760742,-263.58935546875,-0.06714747101068497,0.05129554867744446,2.4703254553060106e-07
18,136200,-0.0020238421857357025,0.39941850304603577,0.7086520195007324,-19.91519546508789,-168.52581787109375,-0.06559880077838898,0.03966045007109642,1.005683216703801e-07
19,143010,-0.0020308499224483967,0.36843329668045044,0.6949662566184998,-19.92037582397461,-110.9554443359375,-0.006732936017215252,0.17246347665786743,1.3538276277813566e-07
20,149820,-0.002035618992522359,0.37112540006637573,0.6881880164146423,-19.98430633544922,-110.66276550292969,-0.01519359927624464,0.09779065102338791,7.164847914964412e-08
21,156630,-0.002033090917393565,0.3926871120929718,0.6902555227279663,-20.01702880859375,-104.91595458984375,-0.058976225554943085,0.037016503512859344,1.1465896676554621e-07
22,163440,-0.0020316955633461475,0.3731052279472351,0.6827959418296814,-20.036447525024414,-442.67529296875,0.8043927550315857,0.05562848225235939,5.20216545396579e-08
23,170250,-0.0020344166550785303,0.3892025053501129,0.6728164553642273,-20.063241958618164,-337.3731994628906,-0.0760255753993988,0.042365193367004395,1.0688413709658562e-07
24,177060,-0.002029319992288947,0.37013575434684753,0.6721762418746948,-20.089839935302734,-77.3275146484375,-0.0064653679728507996,0.173691064119339,9.741300033283551e-08
25,183870,-0.0020340769551694393,0.3691312372684479,0.6687812209129333,-20.1170654296875,-78.6471176147461,-0.005681801121681929,0.03476200997829437,4.268300202170394e-08
26,190680,-0.0020324073266237974,0.41761448979377747,0.6571747660636902,-20.163625717163086,-74.73007202148438,-0.08052399009466171,0.08225643634796143,4.336212455768873e-08
27,197490,-0.0020306785590946674,0.35214972496032715,0.6640294194221497,-20.207521438598633,-167.36976623535156,-0.08917288482189178,0.051841095089912415,4.860859448285737e-08
28,204300,-0.0020296897273510695,0.3517775237560272,0.6631366014480591,-20.234697341918945,-403.3443603515625,-0.06274960935115814,0.04794599115848541,4.072671089261348e-08
