,step,rollout/ep_rew_mean,train/entropy_loss,train/loss,train/policy_gradient_loss,train/value_loss
0,13636,-0.002360000042244792,-18.458799362182617,-0.010850218124687672,-0.0074272253550589085,2.8932611257914687e-06
1,20454,-0.0022720000706613064,-18.467954635620117,0.056121885776519775,0.05691003054380417,9.953571122878202e-08
2,27272,-0.002208666643127799,-18.66629981994629,0.17431345582008362,0.11881054937839508,1.38476522693054e-07
3,34090,-0.002152249915525317,-18.88478660583496,-0.08466596156358719,0.06928090006113052,5.116746493172286e-08
4,40908,-0.002118400065228343,-18.844907760620117,0.09133617579936981,0.051044661551713943,2.886396721635265e-08
5,47726,-0.002098833443596959,-18.89179039001465,0.023723633959889412,0.03144583851099014,3.1344182360726336e-08
6,54544,-0.002082714345306158,-19.0131778717041,-0.02813657745718956,0.020432308316230774,2.2398186416694443e-08
7,61362,-0.0020701249595731497,-19.159101486206055,-0.05921756848692894,0.03013487718999386,2.5021506644407054e-08
8,68180,-0.0020490000024437904,-19.230180740356445,-0.04997821897268295,0.0395410917699337,2.0149760970866737e-08
9,74998,-0.002041500061750412,-19.301677703857422,-0.11576209217309952,0.07278645038604736,1.0626790114542928e-08
10,81816,-0.0020439091604202986,-19.39008331298828,0.21415826678276062,0.04093091934919357,1.4905971568168752e-08
11,88634,-0.0020404167007654905,-19.315643310546875,0.1967659592628479,0.009484975598752499,1.6763562982191615e-08
12,95452,-0.0020289230160415173,-19.30086326599121,-0.09840010851621628,0.009454041719436646,1.1584868175873453e-08
13,102270,-0.002025499939918518,-19.30771827697754,-0.03473685681819916,0.012869009748101234,1.4138883841496863e-08
14,109088,-0.0020221334416419268,-19.353944778442383,-0.008598489686846733,0.04063591733574867,1.5099253403150215e-08
15,115906,-0.0020149375777691603,-19.335250854492188,0.0030705214012414217,0.007488768547773361,8.064571233035167e-09
16,122724,-0.0020092942286282778,-19.194808959960938,-0.09908118098974228,0.007577190175652504,1.5125573682439608e-08
17,129542,-0.002007722156122327,-18.971895217895508,0.044178787618875504,0.0022902125492691994,1.143065642139618e-08
18,136360,-0.0020024210680276155,-18.99144172668457,-0.0027026606258004904,0.028463900089263916,9.658061017603359e-09
19,143178,-0.0020003500394523144,-18.97638702392578,-0.026971915736794472,0.0033229992259293795,9.475101592215651e-09
20,149996,-0.001995428465306759,-18.908403396606445,0.027324257418513298,0.004019907210022211,4.5999564157739314e-09
21,156814,-0.0019892726559191942,-18.935216903686523,-0.08645867556333542,0.0031920650508254766,8.37285973886992e-09
22,163632,-0.0019850870594382286,-18.921045303344727,0.035486653447151184,0.017229273915290833,8.934762263379525e-09
23,170450,-0.001983500085771084,-18.837583541870117,-0.031177891418337822,0.030514713376760483,8.809219131933332e-09
24,177268,-0.0019815200939774513,-18.855180740356445,0.0686054602265358,0.009403272531926632,7.3273644929372495e-09
25,184086,-0.0019775000400841236,-18.736257553100586,-0.07164248824119568,0.009908074513077736,8.544816409994382e-09
26,190904,-0.0019749628845602274,-18.55803871154785,0.04494616389274597,0.007315604016184807,6.750924708143202e-09
27,197722,-0.001972035737708211,-18.530595779418945,0.13383784890174866,0.008951756171882153,8.15270606580043e-09
28,204540,-0.001970862038433552,-18.622316360473633,-0.0710575059056282,0.11765654385089874,6.14043837998679e-09
29,211358,-0.0019642000552266836,-18.571210861206055,-0.022293007001280785,0.013310170732438564,6.2405587364366966e-09
30,218176,-0.0019645162392407656,-18.494169235229492,0.08720792084932327,0.20206032693386078,9.976076853490667e-09
31,224994,-0.001963843824341893,-18.3885440826416,-0.018716102465987206,0.003990898374468088,7.19645010249792e-09
32,231812,-0.0019586968701332808,-18.32902717590332,-0.0014093975769355893,0.007957067340612411,8.949889718223858e-09
33,238630,-0.0019563823007047176,-18.411502838134766,-0.0851970911026001,0.02397877722978592,5.9256302087362656e-09
34,245448,-0.0019577713683247566,-18.532852172851562,0.01904843933880329,0.0140346335247159,8.92725360301938e-09
35,252266,-0.0019571110606193542,-18.48162269592285,-0.08970087021589279,0.006028664298355579,6.498392934872754e-09
36,259084,-0.001955189276486635,-18.523651123046875,0.04567116126418114,-0.0020240191370248795,6.713396949464823e-09
37,265902,-0.0019550526048988104,-18.428150177001953,0.023519141599535942,0.17037759721279144,5.8774589639654096e-09
38,272720,-0.0019528461853042245,-18.2585506439209,0.03386242687702179,-0.0049075596034526825,4.239629092239738e-09
39,279538,-0.0019511999562382698,-18.08843994140625,0.00636919355019927,0.0012283738469704986,8.711224630530978e-09
40,286356,-0.0019491951679810882,-17.9478816986084,0.11565519869327545,0.0038470961153507233,7.835719628701554e-09
41,293174,-0.0019471904961392283,-17.876455307006836,-0.044352803379297256,0.03484001010656357,1.3157153588849724e-08
42,299992,-0.0019441627664491534,-17.75800132751465,-0.015122503973543644,0.0045966580510139465,4.466104375211444e-09
43,306810,-0.0019393863622099161,-17.763153076171875,0.07288452237844467,4.4452994188759476e-05,1.3137184673439606e-08
44,313628,-0.001937555498443544,-17.63222885131836,0.006255850195884705,0.023541774600744247,9.086964070093018e-09
45,320446,-0.0019366522319614887,-17.4239501953125,-0.002739595016464591,0.04654620960354805,2.9146149937986365e-09
46,327264,-0.0019340000580996275,-17.36366081237793,0.035086795687675476,0.000822554575279355,7.823849124122262e-09
47,334082,-0.0019334167009219527,-17.213037490844727,0.010410459712147713,0.0032740728929638863,4.3269374749854705e-09
48,340900,-0.0019304081797599792,-17.24445343017578,0.014135340228676796,0.004836292006075382,5.0285096087065995e-09
