,step,rollout/ep_rew_mean,train/approx_kl,train/clip_fraction,train/entropy_loss,train/explained_variance,train/loss,train/policy_gradient_loss,train/value_loss
0,13636,-0.0022899999748915434,0.006798822898417711,0.3396793007850647,-18.44565773010254,-11.94125747680664,-0.006657044403254986,0.008726402185857296,1.3418723483482609e-06
1,20454,-0.00215000007301569,0.3661811649799347,0.9293830394744873,-18.85844612121582,-0.0023914575576782227,0.0725836306810379,0.2086213082075119,7.00922555552097e-07
2,27272,-0.0020973333157598972,0.1844131201505661,0.8744695782661438,-18.994802474975586,0.0,0.1347886472940445,0.15157079696655273,2.0428770142189023e-07
3,34090,-0.0020779999904334545,0.10330953449010849,0.8173902630805969,-18.986263275146484,-0.0009162425994873047,0.07248411327600479,0.11520542204380035,1.3981865265577653e-07
4,40908,-0.002060200087726116,0.12133603543043137,0.8372592329978943,-18.991376876831055,-4.291534423828125e-06,0.12823714315891266,0.1229395642876625,2.624708486109739e-07
5,47726,-0.0020591665524989367,0.11304483562707901,0.8260291814804077,-19.133333206176758,5.960464477539063e-08,0.14427240192890167,0.12251996994018555,2.0003437839477556e-07
6,54544,-0.002043571323156357,0.10165146738290787,0.8221033215522766,-19.223852157592773,5.960464477539063e-08,0.08491917699575424,0.10506512224674225,2.8607200874830596e-07
7,61362,-0.0020439999643713236,0.13989180326461792,0.8451647758483887,-19.566556930541992,0.0,0.23871666193008423,0.11838209629058838,2.1412284922917024e-07
8,68180,-0.0020311111584305763,0.09020911157131195,0.8001222610473633,-19.519521713256836,0.0,0.060732562094926834,0.08993999660015106,1.9059486078276677e-07
9,74998,-0.0020383999217301607,0.07598340511322021,0.7922460436820984,-19.666170120239258,0.0,0.034440621733665466,0.0883304551243782,2.3188081854641496e-07
10,81816,-0.002044454449787736,0.2555326521396637,0.9027280807495117,-19.90235710144043,0.0,0.03518189489841461,0.18490873277187347,2.513504568923963e-07
11,88634,-0.0020554999355226755,0.16879509389400482,0.8675418496131897,-19.98508071899414,-1.1920928955078125e-07,0.07512178272008896,0.13737867772579193,2.379882886316409e-07
12,95452,-0.0020766924135386944,0.13000014424324036,0.8491737842559814,-20.150272369384766,-1.1920928955078125e-07,0.25167316198349,0.12163497507572174,2.532884479933273e-07
