,step,rollout/ep_rew_mean,train/critic_loss,train/actor_loss
0,3532,-0.0002615000121295452,0.0004885679227299988,0.0699213296175003
1,5298,-0.0002543333393987268,0.0004986178246326745,0.07001473754644394
2,7064,-0.0002507499884814024,0.0004953125608153641,0.0699375569820404
3,8830,-0.0002486000012140721,0.0004938248312100768,0.07009804248809814
4,10596,-0.00024716666666790843,0.0004945233813486993,0.07000473141670227
5,12362,-0.00024614285212010145,0.0005075595690868795,0.0694710835814476
6,14128,-0.00024537500576116145,0.000488642486743629,0.06815603375434875
7,15894,-0.0002447777660563588,0.0005069833714514971,0.067437544465065
8,17660,-0.0002442999975755811,0.0004936362965963781,0.06696368753910065
9,19426,-0.00024390908947680146,0.0005053182248957455,0.06706783920526505
10,21192,-0.00024358333030249923,0.00048801134107634425,0.06688062846660614
11,22958,-0.0002433076879242435,0.0004893245059065521,0.06545485556125641
12,24724,-0.00024307142302859575,0.0004967091954313219,0.06448386609554291
13,26490,-0.0002428666630294174,0.0004997255164198577,0.06398507207632065
14,28256,-0.00024268749984912574,0.0004894978483207524,0.06407305598258972
15,30022,-0.00024252940784208477,0.0004981078673154116,0.06390867382287979
16,31788,-0.00024238889454863966,0.000504588708281517,0.06363735347986221
17,33554,-0.00024226315144915134,0.0004800443712156266,0.06426109373569489
18,35320,-0.00024214999575633556,0.0004985859850421548,0.06526915729045868
19,37086,-0.000242047623032704,0.0004960872465744615,0.06477489322423935
20,38852,-0.00024195454898290336,0.0005070016486570239,0.06434643268585205
21,40618,-0.0002418695657979697,0.0005093325744383037,0.06419618427753448
22,42384,-0.00024179166939575225,0.00048738394980318844,0.06339767575263977
23,44150,-0.00024172000121325254,0.0005010473541915417,0.06316044926643372
24,45916,-0.0002416538482066244,0.0004996144562028348,0.06296181678771973
25,47682,-0.0002415925991954282,0.0004937180783599615,0.06262253224849701
26,49448,-0.0002415357157588005,0.0005004852428101003,0.06274063885211945
27,51214,-0.00024148276133928448,0.0004937814082950354,0.06271659582853317
28,52980,-0.00024143332848325372,0.0005041484837420285,0.06152384355664253
29,54746,-0.0002413870970485732,0.0005043225246481597,0.06115497276186943
30,56512,-0.0002413437468931079,0.00048795604379847646,0.06125497817993164
31,58278,-0.00024130303063429892,0.00047762872418388724,0.061785705387592316
32,60044,-0.0002412647008895874,0.0004987348220311105,0.062080904841423035
33,61810,-0.00024122856848407537,0.0004984897677786648,0.06218862161040306
34,63576,-0.00024119444424286485,0.0005003476981073618,0.06243017688393593
35,65342,-0.00024116216809488833,0.0005040313699282706,0.06194170191884041
36,67108,-0.0002411315799690783,0.0004903700901195407,0.06195571646094322
37,68874,-0.00024110256345011294,0.0005065566510893404,0.062054168432950974
38,70640,-0.0002410750021226704,0.00048216129653155804,0.061912789940834045
39,72406,-0.0002410487795714289,0.0004778995644301176,0.06192304566502571
40,74172,-0.00024102380848489702,0.0005088163889013231,0.062165677547454834
41,75938,-0.0002410000015515834,0.0005089144106023014,0.062160857021808624
42,77704,-0.0002409772714599967,0.0004971270100213587,0.06205233559012413
43,79470,-0.00024095556000247598,0.000504128634929657,0.06233235076069832
44,81236,-0.00024093477986752987,0.0004906724207103252,0.062393512576818466
45,83002,-0.0002409148873994127,0.0005029435851611197,0.06245969235897064
46,84768,-0.00024089583894237876,0.00048790680011734366,0.06234531104564667
47,86534,-0.0002408775471849367,0.000493398227263242,0.0625116303563118
48,88300,-0.0002408599975751713,0.0005114273517392576,0.062491387128829956
49,90066,-0.00024084313190542161,0.00048616371350362897,0.061901066452264786
50,91832,-0.00024082692107185721,0.0005088732577860355,0.0610756017267704
51,93598,-0.0002408113214187324,0.0004819438327103853,0.06124964356422424
52,95364,-0.0002407962892903015,0.0005005032289773226,0.061326511204242706
53,97130,-0.0002407818246865645,0.000486852164613083,0.06181855499744415
