,step,rollout/ep_rew_mean,train/approx_kl,train/clip_fraction,train/entropy_loss,train/explained_variance,train/loss,train/policy_gradient_loss,train/value_loss
0,13636,-0.0023360000923275948,0.02171233482658863,0.0671360194683075,-18.464338302612305,-0.0035670995712280273,0.017296288162469864,-0.006443506106734276,2.9585482934635365e-06
1,20454,-0.002240000059828162,0.6551535129547119,0.7237948775291443,-18.577802658081055,-0.11786770820617676,0.09726373106241226,0.08560968935489655,1.273392200573653e-07
2,27272,-0.0021656667813658714,0.594702959060669,0.6593820452690125,-18.967803955078125,-6.26719331741333,0.0162259079515934,0.19863252341747284,4.2022559654242286e-08
3,34090,-0.002144250087440014,0.5139023661613464,0.5574948787689209,-19.0186767578125,-132.75973510742188,-0.07937733083963394,0.06737017631530762,1.7727176171433712e-08
4,40908,-0.002122200094163418,0.46686843037605286,0.4278625249862671,-19.23573112487793,-45.55554962158203,-0.016776595264673233,0.07087245583534241,1.4255593150380719e-08
5,47726,-0.002118833363056183,0.45127034187316895,0.365253746509552,-19.414234161376953,-97.50839233398438,0.014023469761013985,0.02471776306629181,1.4736810882709506e-08
6,54544,-0.0020959998946636915,0.4304564595222473,0.3591718077659607,-19.566051483154297,-58.03974151611328,0.14198769629001617,0.02520485781133175,1.5284250309832714e-08
7,61362,-0.002097249962389469,0.4502900540828705,0.3122958838939667,-19.609922409057617,-45.964515686035156,-0.10377224534749985,0.0305632296949625,1.105112623633886e-08
8,68180,-0.002096888842061162,0.4176566004753113,0.37272417545318604,-19.590187072753906,-140.87567138671875,-0.15027785301208496,0.021850405260920525,1.25831043362723e-08
9,74998,-0.002089899964630604,0.4405810832977295,0.34798574447631836,-19.54815101623535,-87.878173828125,-0.10199299454689026,0.031765151768922806,1.6183983930773138e-08
10,81816,-0.0020866363774985075,0.4436500668525696,0.38067373633384705,-19.374256134033203,-101.54766082763672,0.109238401055336,0.014312696643173695,1.519584813536312e-08
11,88634,-0.002085083397105336,0.45626723766326904,0.3710179030895233,-19.36904525756836,-142.9833221435547,0.06592880934476852,0.0035347179509699345,1.5309804979324326e-08
12,95452,-0.0020716923754662275,0.42266324162483215,0.3466852605342865,-19.360849380493164,-65.21267700195312,-0.09741269052028656,0.0055040642619132996,1.4005368420555442e-08
13,102270,-0.0020666427444666624,0.5016314387321472,0.37599003314971924,-19.276243209838867,-75.18121337890625,-0.003391389502212405,0.03367843106389046,1.0952101447969653e-08
14,109088,-0.0020655998960137367,0.4927600622177124,0.346714586019516,-19.45079803466797,-77.68924713134766,-0.047478072345256805,0.17587417364120483,1.600670884727151e-08
15,115906,-0.00206175004132092,0.4649403691291809,0.36155766248703003,-19.37078285217285,-86.26566314697266,0.013833223842084408,0.0073969257064163685,1.7236059690617367e-08
16,122724,-0.002060588216409087,0.4752858579158783,0.40156450867652893,-19.27674674987793,-83.87139892578125,-0.06830111891031265,0.017040209844708443,1.7505392690964072e-08
17,129542,-0.0020588887855410576,0.4743911921977997,0.41757115721702576,-19.017786026000977,-54.91753005981445,0.04641866311430931,0.007908384315669537,1.746106548239368e-08
18,136360,-0.00205863150767982,0.40954139828681946,0.37585315108299255,-19.006851196289062,-65.52622985839844,-0.04465406388044357,0.046660859137773514,1.3733202131049893e-08
19,143178,-0.002063699997961521,0.5980005264282227,0.5962746143341064,-19.071231842041016,-46.65947341918945,0.032337676733732224,0.08372613042593002,1.402045146647879e-08
20,149996,-0.002064857166260481,0.5696759819984436,0.5320866703987122,-19.07663917541504,-73.13697052001953,-0.010806449688971043,0.050223421305418015,1.6467947006049144e-08
