,step,rollout/ep_rew_mean,train/critic_loss,train/actor_loss
0,3532,-0.00021549999655690044,0.00048000531387515366,-0.04305855557322502
1,5298,-0.0002053333300864324,0.0004880979540757835,-0.04280946031212807
2,7064,-0.00020024999685119838,0.0004759516450576484,-0.04269787296652794
3,8830,-0.00019720000273082405,0.0004980178200639784,-0.042947277426719666
4,10596,-0.00019516666361596435,0.0004742182791233063,-0.0430111400783062
5,12362,-0.00019371428061276674,0.0004894667654298246,-0.043241120874881744
6,14128,-0.00019262499699834734,0.0004869780095759779,-0.043361663818359375
7,15894,-0.00019177778449375182,0.0004778116417583078,-0.04326270893216133
8,17660,-0.00019109999993816018,0.0004839592147618532,-0.04292356222867966
9,19426,-0.00019054545555263758,0.00047512390301562846,-0.04287539795041084
10,21192,-0.00019008333038073033,0.0004972462193109095,-0.042538270354270935
11,22958,-0.00018969230586662889,0.00047660747077316046,-0.04280616343021393
12,24724,-0.00018935714615508914,0.000474562868475914,-0.04296712949872017
13,26490,-0.00018906666082330048,0.0004893775330856442,-0.04269351065158844
14,28256,-0.00018881249707192183,0.0004912244621664286,-0.042588010430336
15,30022,-0.00018858823750633746,0.0004847955715376884,-0.0422167107462883
16,31788,-0.00018838889081962407,0.0004849596007261425,-0.04191141575574875
17,33554,-0.00018821052799466997,0.0004871890996582806,-0.04188854247331619
18,35320,-0.00018805000581778586,0.00048195780254900455,-0.04222025349736214
19,37086,-0.00018790476315189153,0.00047835343866609037,-0.04214581102132797
20,38852,-0.00018777273362502456,0.0004891441785730422,-0.04227421432733536
21,40618,-0.00018765217100735754,0.00048639459419064224,-0.04206061735749245
22,42384,-0.00018754166376311332,0.00047813524724915624,-0.04227399453520775
23,44150,-0.00018744000408332795,0.0004917224287055433,-0.04238521680235863
24,45916,-0.0001873461587820202,0.00047256812104023993,-0.04212440550327301
25,47682,-0.0001872592547442764,0.0005012602196075022,-0.041918396949768066
26,49448,-0.0001871785643743351,0.0004637375823222101,-0.042227525264024734
27,51214,-0.00018710344738792628,0.0004990904708392918,-0.042407888919115067
28,52980,-0.000187033336260356,0.00048334876191802323,-0.04271334409713745
29,54746,-0.00018696773622650653,0.00047804281348362565,-0.042809128761291504
30,56512,-0.00018690625438466668,0.00048674250137992203,-0.04266239330172539
31,58278,-0.00018684848328121006,0.00047636867384426296,-0.04299629479646683
32,60044,-0.00018679411732591689,0.0004841844202019274,-0.04253377020359039
33,61810,-0.00018674285092856735,0.00046800231211818755,-0.03720512613654137
34,63576,-0.0001866944512585178,0.00048668705858290195,-0.036850690841674805
35,65342,-0.0001866486418293789,0.00048527910257689655,-0.03743421658873558
36,67108,-0.00018660526257008314,0.000486629840452224,-0.037420570850372314
37,68874,-0.00018656410975381732,0.0004937706398777664,-0.03739253804087639
38,70640,-0.00018652499420568347,0.00046233099419623613,-0.03734603896737099
39,72406,-0.00018648779951035976,0.0004965541302226484,-0.03442010655999184
40,74172,-0.00018645238014869392,0.0005022886325605214,-0.03456870838999748
41,75938,-0.00018641860515344888,0.000480867427540943,-0.034806713461875916
42,77704,-0.00018638635810930282,0.0004822663322556764,-0.03505696728825569
43,79470,-0.00018635555170476437,0.00047217876999638975,-0.035025451332330704
44,81236,-0.00018632608407642692,0.0004920318606309593,-0.03471570461988449
45,83002,-0.00018629786791279912,0.0005161376320756972,-0.034573476761579514
46,84768,-0.00018627083045430481,0.00046482853940688074,-0.03449416533112526
47,86534,-0.00018624489894136786,0.0004925784305669367,-0.03429693356156349
48,88300,-0.00018622000061441213,0.000476112705655396,-0.03451212868094444
49,90066,-0.0001861960772657767,0.00048365010297857225,-0.034675855189561844
50,91832,-0.00018617307068780065,0.00048086344031617045,-0.03463964909315109
51,93598,-0.0001861509372247383,0.00048193460679613054,-0.03502049669623375
52,95364,-0.00018612963322084397,0.0004909074050374329,-0.03485392779111862
53,97130,-0.00018610908591654152,0.0004848407406825572,-0.03508251905441284
