,step,rollout/ep_rew_mean,train/critic_loss,train/actor_loss
0,13612,-0.00015300000086426735,0.0005198406288400292,-0.13063079118728638
1,20418,-0.000147333339555189,0.024216827005147934,1.194920539855957
2,27224,-0.00014449999434873462,0.0007456553867086768,0.9674761891365051
3,34030,-0.00014279999595601112,0.00050798972370103,0.7809935808181763
4,40836,-0.00014166666369419545,0.0005055733490735292,0.6436457633972168
5,47642,-0.0001408571406500414,0.0004830507969018072,0.5007121562957764
6,54448,-0.00014025000564288348,0.008363377302885056,0.3912707269191742
7,61254,-0.00013977778144180775,3.2100761018227786e-05,0.31044697761535645
8,68060,-0.00013939999917056412,0.00038166294689290226,0.24307632446289062
9,74866,-0.00013909090193919837,0.0005125441239215434,0.18994030356407166
10,81672,-0.00013883333303965628,0.00041578366653993726,0.16138345003128052
11,88478,-0.00013861538900528103,0.005514958407729864,0.1399267613887787
12,95284,-0.00013842857151757926,6.360752740874887e-05,0.11451958864927292
13,102090,-0.00013826666690874845,0.0005131052457727492,0.09778621792793274
14,108896,-0.0001381250040140003,0.000481138180475682,0.09728594124317169
15,115702,-0.00013800000306218863,0.0004900467465631664,0.09720855951309204
16,122508,-0.00013788888463750482,0.0004883706569671631,0.09753531217575073
17,129314,-0.00013778948050457984,0.0004908452392555773,0.09747727960348129
18,136120,-0.00013770000077784061,0.0004954690812155604,0.09791108220815659
19,142926,-0.0001376190484734252,0.0004937717458233237,0.09758131206035614
20,149732,-0.00013754545943811536,0.0004904496599920094,0.09814469516277313
21,156538,-0.00013747825869359076,0.0005124157760292292,0.09836243838071823
22,163344,-0.00013741666043642908,0.0004927832633256912,0.09892816096544266
23,170150,-0.00013735999527852982,0.0004940407234244049,0.09864478558301926
24,176956,-0.00013730769569519907,0.00048557715490460396,0.09947807341814041
25,183762,-0.00013725925236940384,0.0004898294573649764,0.09979505091905594
26,190568,-0.00013721428695134819,0.0005014899070374668,0.099085234105587
27,197374,-0.00013717240653932095,0.0005092638893984258,0.08426710218191147
28,204180,-0.00013713333464693278,0.0005045649595558643,0.08052549511194229
29,210986,-0.00013709678023587912,0.0004606094444170594,0.0811656191945076
30,217792,-0.0001370624959236011,0.0004926250549033284,0.0808168575167656
31,224598,-0.00013703030708711594,0.0006389506161212921,0.07866568863391876
32,231404,-0.00013699999544769526,0.00045278624747879803,0.06924322247505188
33,238210,-0.00013697143003810197,0.000485610100440681,0.0686124637722969
34,245016,-0.00013694445078726858,0.0004900899366475642,0.06874219328165054
35,251822,-0.0001369189121760428,0.0005078294780105352,0.06898508220911026
36,258628,-0.00013689474144484848,0.0004882966168224812,0.06903175264596939
37,265434,-0.00013687179307453334,0.0005021981778554618,0.06920718401670456
38,272240,-0.00013684999430552125,0.0004933932796120644,0.06890466809272766
39,279046,-0.00013682927237823606,0.0004965405678376555,0.0691082552075386
40,285852,-0.00013680952542927116,0.0004981148522347212,0.06868773698806763
41,292658,-0.00013679069525096565,0.0004899988998658955,0.068781778216362
42,299464,-0.00013677272363565862,0.0004937489284202456,0.06917129456996918
43,306270,-0.00013675555237568915,0.0005023229168727994,0.06926668435335159
44,313076,-0.00013673912326339632,0.0004920483333989978,0.06892996281385422
45,319882,-0.0001367234071949497,0.00048244924983009696,0.0696372464299202
46,326688,-0.0001367083314107731,0.0005057232920080423,0.06978102773427963
47,333494,-0.00013669388135895133,0.00048577127745375037,0.0693545937538147
48,340300,-0.00013667999883182347,0.0004893380682915449,0.06906896829605103
49,347106,-0.00013666666927747428,0.0004888551193289459,0.06820617616176605
50,353912,-0.0001366538490401581,0.0005013776244595647,0.06777437776327133
