,step,rollout/ep_rew_mean,train/entropy_loss,train/loss,train/policy_gradient_loss,train/value_loss
0,55986,-0.002176000038161874,-18.63374137878418,0.10242199152708054,0.09401993453502655,17.2246036529541
1,83979,-0.002065500011667609,-18.72239112854004,0.3857963979244232,0.24442562460899353,4.1098709857578797e-07
2,111972,-0.002027666661888361,-18.6844425201416,0.06369152665138245,0.1672314703464508,1.4145392015052494e-05
3,139965,-0.002028249902650714,-19.173969268798828,0.15580934286117554,0.11721315234899521,1.4965581613068935e-05
4,167958,-0.0020081999246031046,-19.078929901123047,0.08059864491224289,0.10510428249835968,1.1103330507467035e-05
5,195951,-0.0020055000204592943,-19.165353775024414,0.22776120901107788,0.10105273872613907,1.9936496755690314e-05
6,223944,-0.0020067142322659492,-19.38079833984375,0.16108742356300354,0.10858426243066788,1.858187170000747e-05
7,251937,-0.0020157499238848686,-19.594938278198242,0.09909570217132568,0.12843827903270721,8.425588021054864e-06
8,279930,-0.0020228889770805836,-19.669469833374023,0.17156130075454712,0.13528239727020264,1.736519880068954e-05
9,307923,-0.0020254000555723906,-19.757217407226562,0.12824681401252747,0.10091552883386612,1.1037652257073205e-05
10,335916,-0.0020236363634467125,-19.887680053710938,0.14621011912822723,0.08702404052019119,1.2787335435859859e-05
11,363909,-0.0020240000449121,-19.825458526611328,0.04578106850385666,0.07528311759233475,8.840233931550756e-06
12,391902,-0.0020238461438566446,-19.82780647277832,-0.005413101054728031,0.07674077153205872,1.2916398191009648e-05
13,419895,-0.0020238570868968964,-20.114736557006836,0.10315050184726715,0.07654526829719543,1.5293804608518258e-05
14,447888,-0.0020269332453608513,-20.226667404174805,0.040912237018346786,0.07752031087875366,8.559810339647811e-06
15,475881,-0.0020309374667704105,-20.861909866333008,0.00650214496999979,0.07306910306215286,1.2662071640079375e-05
16,503874,-0.0020359999034553766,-21.120946884155273,-0.0001613193890079856,0.09060689061880112,2.3277749278349802e-05
17,531867,-0.00204205559566617,-21.29958152770996,0.05842091888189316,0.07086725533008575,8.0461986726732e-06
18,559860,-0.002044157823547721,-21.23522186279297,0.07529439777135849,0.06309662014245987,1.2471442460082471e-05
19,587853,-0.0020461000967770815,-20.835912704467773,0.01690858229994774,0.06411461532115936,1.0787984138005413e-05
20,615846,-0.002048904774710536,-21.092235565185547,0.09126095473766327,0.05999869853258133,8.003356015251484e-06
21,643839,-0.002053545555099845,-21.420761108398438,0.02294786088168621,0.06275875121355057,1.3447832316160202e-05
22,671832,-0.002053826116025448,-21.391023635864258,0.05298725515604019,0.05835108086466789,1.682922084000893e-05
23,699825,-0.0020562915597110987,-21.53973388671875,0.013268055394291878,0.05752483010292053,7.763082066958304e-06
24,727818,-0.0020548799075186253,-21.74015235900879,0.03020329214632511,0.053407661616802216,1.8615128283272497e-05
25,755811,-0.002052576979622245,-21.599328994750977,0.08015529066324234,0.05686815083026886,1.5387557141366415e-05
26,783804,-0.0020515555515885353,-21.77088165283203,0.04881948232650757,0.0515497550368309,1.7193795429193415e-05
27,811797,-0.002051499905064702,-21.62771987915039,0.16820965707302094,0.05000792071223259,1.2324148883635644e-05
28,839790,-0.0020495173521339893,-21.492938995361328,0.07339280098676682,0.050237786024808884,1.0077606020786334e-05
29,867783,-0.002047466579824686,-21.588624954223633,0.09256142377853394,0.05116240307688713,1.1405643817852251e-05
30,895776,-0.0020453226752579212,-21.753917694091797,0.07912833243608475,0.05311537906527519,1.4656479834229685e-05
31,923769,-0.0020439375657588243,-21.5701904296875,-0.018927577883005142,0.050750140100717545,1.0281183676852379e-05
32,951762,-0.0020397575572133064,-21.142086029052734,0.0620146207511425,0.04856179282069206,1.466453613829799e-05
33,979755,-0.0020382353104650974,-21.297931671142578,0.016941294074058533,0.052680522203445435,1.2644834896491375e-05
34,1007748,-0.0020357142202556133,-20.8830623626709,0.08694852888584137,0.05233597755432129,9.141154805547558e-06
35,1035741,-0.0020354166626930237,-20.953296661376953,0.02236802503466606,0.05446227267384529,1.0120776096300688e-05
36,1063734,-0.002033540513366461,-21.372909545898438,0.03575223311781883,0.049605224281549454,1.139397772931261e-05
37,1091727,-0.002032894641160965,-21.369083404541016,0.019209323450922966,0.051285598427057266,8.760513992456254e-06
38,1119720,-0.0020329230464994907,-21.400100708007812,0.06924375891685486,0.05121045187115669,1.0987934729200788e-05
39,1147713,-0.002030324889346957,-21.067659378051758,0.03800369054079056,0.053474266082048416,1.250329296453856e-05
40,1175706,-0.002029073191806674,-21.246362686157227,0.06052957475185394,0.048321433365345,1.3140890587237664e-05
41,1203699,-0.0020265476778149605,-20.795066833496094,0.09017346054315567,0.04866357520222664,1.3060532182862516e-05
42,1231692,-0.0020245814230293036,-21.334178924560547,0.06145145371556282,0.0484822653234005,7.975389053171966e-06
43,1259685,-0.002022818196564913,-21.82559585571289,0.04240582510828972,0.11017116159200668,1.2077950486855116e-05
44,1287678,-0.0020205555483698845,-21.756044387817383,0.030197996646165848,0.049443718045949936,1.0934890269709285e-05
45,1315671,-0.002018652157858014,-21.604536056518555,0.07609916478395462,0.04889603331685066,1.1678874216158874e-05
46,1343664,-0.0020174894016236067,-21.60944175720215,0.06869526207447052,0.04727834090590477,1.0684218068490736e-05
47,1371657,-0.0020156041719019413,-21.348588943481445,0.04910804331302643,0.05330958217382431,1.4368701158673503e-05
48,1399650,-0.002014551078900695,-21.23450469970703,0.02809113822877407,0.04896498844027519,1.2106999747629743e-05
